Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating
GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,GREENBRIER,Acute Care Hospitals,Proprietary,True,3.0
WETZEL COUNTY HOSPITAL,#3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,WV,26155,WETZEL,Acute Care Hospitals,Government - Local,True,3.0
MINISTRY SAINT JOSEPHS HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WOOD,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,KENOSHA,WI,53143,KENOSHA,Acute Care Hospitals,Government - Local,True,3.0
COMMUNITY MEMORIAL HOSPITAL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WAUKESHA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SPOONER HEALTH SYSTEM,1280 CHANDLER DR,SPOONER,WI,54801,WASHBURN,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,Acute Care Hospitals,Voluntary non-profit - Church,True,1.0
PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,UNION,Acute Care Hospitals,Proprietary,True,3.0
HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,Acute Care Hospitals,Proprietary,True,3.0
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,Acute Care Hospitals,Government - State,True,3.0
WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,Acute Care Hospitals,Proprietary,True,3.0
UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,BROWARD,Acute Care Hospitals,Proprietary,True,2.0
PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,BREVARD,Acute Care Hospitals,Proprietary,True,4.0
INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,Acute Care Hospitals,Government - State,True,1.0
BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,Acute Care Hospitals,Proprietary,True,4.0
JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,Acute Care Hospitals,Proprietary,True,3.0
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA,Acute Care Hospitals,Proprietary,True,1.0
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,ARKANSAS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,Acute Care Hospitals,Proprietary,True,3.0
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,Acute Care Hospitals,Proprietary,True,3.0
POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,OSCEOLA,Acute Care Hospitals,Proprietary,True,2.0
PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,PULASKI,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,HABERSHAM,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,FL,34769,OSCEOLA,Acute Care Hospitals,Proprietary,True,2.0
ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,CLAY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,PASCO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,Acute Care Hospitals,Government - Local,True,2.0
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,Acute Care Hospitals,Government - State,True,4.0
NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,PINAL,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
ASPEN VALLEY HOSPITAL,0401 CASTLE CREEK ROAD,ASPEN,CO,81611,PITKIN,Critical Access Hospitals,Government - Hospital District or Authority,True,4.0
EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,DEKALB,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,APPLING,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,NEW LONDON,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,PALM BEACH,Acute Care Hospitals,Proprietary,True,2.0
HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,DUVAL,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,61832,VERMILION,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,Acute Care Hospitals,Proprietary,True,2.0
WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,Acute Care Hospitals,Proprietary,True,3.0
PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,Acute Care Hospitals,Proprietary,True,3.0
SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,Acute Care Hospitals,Government - Local,True,1.0
REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,Acute Care Hospitals,Proprietary,True,2.0
BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,Acute Care Hospitals,Physician,False,4.0
VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,SEMINOLE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,Acute Care Hospitals,Proprietary,True,2.0
BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,SANTA ROSA,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,HILLSBOROUGH,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,PINELLAS,Acute Care Hospitals,Proprietary,True,2.0
OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,Acute Care Hospitals,Government - Local,False,3.0
SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,BROWARD,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,Critical Access Hospitals,Voluntary non-profit - Private,False,3.0
SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,SAINT CLAIR,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
PRESENCE COVENANT MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,Acute Care Hospitals,Proprietary,True,2.0
RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,YUBA,Acute Care Hospitals,Voluntary non-profit - Private,True,1.0
SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,SANTA ROSA,Acute Care Hospitals,Proprietary,True,3.0
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other,True,5.0
GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,Acute Care Hospitals,Proprietary,True,4.0
CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,Acute Care Hospitals,Proprietary,True,2.0
NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,HILLSBOROUGH,Acute Care Hospitals,Proprietary,True,1.0
NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,GREELEY,CO,80631,WELD,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,Acute Care Hospitals,Government - Local,True,2.0
SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
CORNERSTONE MEDICAL CENTER,100 GROSS CRESCENT,FORT OGLETHORPE,GA,30742,CATOOSA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,Acute Care Hospitals,Voluntary non-profit - Church,True,1.0
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,Acute Care Hospitals,Proprietary,True,2.0
EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,Acute Care Hospitals,Proprietary,True,3.0
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,Critical Access Hospitals,Government - Hospital District or Authority,True,4.0
VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,Acute Care Hospitals,Proprietary,True,3.0
CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,Acute Care Hospitals,Proprietary,True,2.0
ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,CLARKE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,Acute Care Hospitals,Proprietary,True,2.0
HIGHLAND HOSPITAL,1411 E 31ST STREET,OAKLAND,CA,94602,ALAMEDA,Acute Care Hospitals,Government - Hospital District or Authority,True,1.0
CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,Critical Access Hospitals,Voluntary non-profit - Church,True,4.0
GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,Acute Care Hospitals,Proprietary,True,3.0
POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,MANATEE,Acute Care Hospitals,Proprietary,True,3.0
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,Acute Care Hospitals,Proprietary,True,3.0
ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,Acute Care Hospitals,Proprietary,True,3.0
CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,Acute Care Hospitals,Government - Local,True,2.0
SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,True,1.0
EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GWINNETT,Acute Care Hospitals,Proprietary,True,3.0
FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,Acute Care Hospitals,Proprietary,False,5.0
JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,Acute Care Hospitals,Government - Local,True,3.0
NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Private,False,5.0
HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,Acute Care Hospitals,Government - State,True,3.0
TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
FOOTHILLS HOSPITAL,4747 ARAPAHOE AVENUE,BOULDER,CO,80304,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,CITRUS,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,DUVAL,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,POLK,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,Acute Care Hospitals,Proprietary,True,3.0
HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,MANATEE,Acute Care Hospitals,Proprietary,True,2.0
GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,False,3.0
PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,Acute Care Hospitals,Proprietary,True,2.0
